,pos_prb,neg_prb,neu_prb,label,content
1167,0.00093968894,0.93052286,0.0685375,2,现在不能评论了 亲亲/ 好恶心 刚给你评论 你就给删了
1188,0.0008424586,0.9815279,0.017629548999999998,2,丽江，别让大家断了念想 好大的蛇！莫非是传说中的地头蛇？/ 怎么相撞的？为什么还要纠集人员砸车？/不论如何，砸车就是违法，怎么能这
1236,0.00067149365,0.9776062,0.02172225,2,看评论，围观 同靠我们的价格也是n个20万 靠！老周黑我们钱了！为什么我们的价格比20万高这么多？？？
1253,0.0013868075,0.9783468000000001,0.020266378,2,幼儿园老师虐童等伤害事件不断被曝光，对每个涉事孩子影响都很大，值得幼教工作者反思。愿伤害不再发生！
1271,0.0012475835,0.96633106,0.032421347,2,强烈抵制狗肉节！
1288,0.0009436774,0.9482436,0.05081268,2,呃...其实，我记得这个是以前梁朝伟在一部电影里的搞笑对白...求人肉！哪能这样禽兽啊
1290,0.0008251930999999999,0.983144,0.016030857,2,老不死的癞利头也不说买个齐刘海假发带带。贪也要有个限度死老鳖真想去探监，踢他狗娘养的大龟头。让你贪
1319,0.00074425427,0.9254956,0.07376010000000001,2,墙裂求拆封啊！！！！！！！！！
1322,0.001232094,0.91299665,0.08577126,2,我刚在家加班完毕!困得要翻白眼了!同学说我是赚着买白菜的钱，操着卖白粉的心。。。赶紧洗澡睡觉！
1338,0.001134974,0.9363986999999999,0.06246624,2,据说还有一张更惨无人道！更笑死人不偿命的照片！ 嘉宾和快乐家族都恨不得删之而后快的照片！更让海涛荣获＂虚胖＂后更屈辱的外号！到底是什么呢？ 为免引起主持嘉宾不快，请本周六晚自行观看！
1350,0.0011533551,0.9575065,0.041340195,2,历史文物就这样被摧毁了！历史会记住这个疯狂且耻辱的时代转发微博
1353,0.0011756881,0.9815616,0.017262728999999997,2,是咯，把法院修那么奢华浪费纳税人的钱就算了，拍个婚纱照还不让取景！转发微博
1362,0.0011688637,0.91275615,0.086075,2,趁大伙都睡了 抒发一下压抑的情怀啊！！！崩溃啦！！！
1386,0.0007943147,0.93259704,0.06660855,2,无语到极致.....三个字仅能略舒激愤之情日---你--八--辈祖宗！！对不起，多了三个字
1396,0.0013124076999999998,0.9787775,0.019910075,2,哥啊！楼都跳不起呐！ 跳楼！靠，我赶紧自己挖坑得了~！还真是的…一年挣钱不到十万的还是回老家比较踏实，起码不这么辛苦还能每天陪亲人！北京太现实太可怕了！
1414,0.0012905933,0.97900933,0.01970013,2,真不好受，想着准公婆在家等着我吃饭，想着几位同事在办公室里加班，老头老太因为我耽误了公园遛弯，同事因为我先走要继续加班给我擦屁股，我擦，我还要花近50的打车钱，擦！瞧我干没有一方得利的事儿！！我他妈真是个奇葩！
1434,0.0008394771000000001,0.90749353,0.09166701,2,呵呵 亚视变哑视。从丽的电视到亚洲电视越来越越差，估计很难起死回生。
1456,0.0009178419000000001,0.9016749,0.097407304,2,吃个锤子舌尖上的麻烦暴力不得人心。
1467,0.0007489821000000001,0.9702912,0.028959787999999997,2,就钓鱼岛这点破事，搞的我一宿怪梦连连――梦见自己身着军绿大衣，开着11路沿铁路线一路向前。一路上全是法西斯小日本侵略后留下的斑斑血迹。不知道走了多远，居然遇到了左权和彭德怀，于是我将现世小日本的种种侵略行径逐一汇报。。。。。 看来我真特么多余，咸吃萝卜淡操心！
1479,0.0011390522999999999,0.9833776,0.015483326,2,强取豪夺活土匪。千家万户裸露的阳台还要收暖气费呢！！！
1487,0.0010029541,0.9841017,0.014895358999999999,2,原来北京城管还要拍一部“城管故事”，电视剧，采访过，不知成型没 回复 这是转发的图片，欢迎重新配文。 配的文字说明太糟糕了，如此轻佻。
1490,0.000660607,0.97271967,0.026619766,2,回复你看，我说你头是政府帮忙了，你还嘴硬！！哦 要不我可削他
1494,0.0013489412,0.9347306999999999,0.06392035,2,我有点想重走一下那些革命圣地的冲动了，象延安啊，西柏坡，井岗山这样的地方……红色旅游经济是象我这样冲动的人拉动起来的吗？
1508,0.0009969576,0.98337287,0.015630255,2,可笑，太他妈可笑了，操呵
1518,0.0010143223,0.9507875,0.048198227,2,报经纬度！太无耻了转发微博
1521,0.0006804643,0.97176087,0.027558702999999997,2,早知道他的后院能起火举报说每年6吨，5年搞了30吨；崔在安徽搞了茅台专卖店进行销售；临到上海上任，还带走了4吨。 六吨茅台，我操。怪不得贵州那么穷。
1568,0.0011899214,0.9016883,0.09712185,2,对照我近月来的各种症状 困倦乏力记忆力减退注意力无法集中等等 一直没有缓解且越来并发症越多 又百科了一下 我真的觉得我是神经衰弱了 好痛苦
1599,0.0009840876,0.9298886999999999,0.069127135,2,这有什么奇怪的，嫖娼是他从小的梦想。 钱太少，买不起这件尾大的艺术品。 你的艺术修养太低，无法理解，让李银河老师给你上一课吧。
1615,0.0006724677000000001,0.9589996999999999,0.040327914,2,为什么要报导？ 还有良心吗！！！！ 猜到啦，但还是发生啦，哎靠你妹 转发微博
1616,0.0010557594,0.9604251,0.038519237000000005,2,以为钱包丢了，四处找都找不到。身份证、银行卡、准考证一堆重要的东西都在里面，把我吓蒙了 还好是掉进抽屉下面去了！如果没有身份证我要回山东补办！如果没有准考证我12月就没办法申请证！两张银行卡没有身份证都没办法补办！阿弥陀佛！！！！！！
1634,0.0013468965,0.97816646,0.020486586,2,这是真的吗？吓我一跳啊。 美人活得真刺激。。。回敬54发子弹，尼玛，浪费纳税人的钱啊，说好的一枪爆头呢？
1640,0.0007154292,0.97629696,0.02298765,2,那买了就是人家成功了嘛，谁还管你烧不烧呢？宁大爷这是肿么滴了？?了祖?！一个月不看，立帖为誓 钓鱼岛是我们的。。我们要抵制日本av。。。。
1650,0.0008408298599999999,0.97891116,0.020248078,2,回复污染猛于虎啊!中国境内，这样的景致不多了，到处拆迁
1690,0.0016842431,0.94275916,0.055556602999999996,2,不上相，超级郁闷中
1713,0.0010221923,0.9747165000000001,0.024261331,2,这美国佬儿假想的氪星人 咱是得打丫的啊！ 合着通知你们美国的时候闪现文字就是“你不是唯一”！通知我们中国人时就tm“你不是人”
1778,0.0014667893,0.9473316999999999,0.05120156,2,太野?！想起了索马里的黑鹰坠落，估计叙利亚反对派也会受到影响转发微博。 太野蛮了！我操，这回利比亚想不死都难。。。
1794,0.0012310907,0.9157555000000001,0.08301341,2,任劳任怨的五星级毛巾。无语！即使住五星级的酒店，以后一定自己带毛巾，茶杯。
1845,0.0017723562,0.9245278,0.07369980000000001,2,哈哈哈，有点夸张吧 所以说中国人牛逼啊。。。
1846,0.0006999207000000001,0.9542335,0.045066512999999996,2,当心“洋垃圾”！
1867,0.0007318563,0.9687089,0.030559259,2,呵。你可以继续飘，前提是不中毒！ 回复吃过狗肉火锅的飘过~呵呵，难不成有想法就憋着？或者去讽刺别人过瘾？以前就是怎么杀狗滴！哎！吃着狗肉说什么话的都有~~把那人绑在那喂狗这些人应该被狗
1870,0.001149117,0.96985763,0.02899328,2,唉！力挺智丽成功抗击狭隘的爱国主义 到底是谁无耻，有脑子的都知道。无
1917,0.00079801754,0.9614109000000001,0.03779107,2,职业操守呢！！！！！这还是无菌操作么？
1921,0.0018296906,0.92254746,0.07562283,2,《旅游法》13条规定，旅游者不得损害当地居民的合法权益，不得损害旅游经营者的合法权益。比如，旅游者不要到农民的田里擅自摘菜偷瓜，不很自以为聪明地逃票进入景区……上述等等都属违法行为，发现是要吃官司的。 普一下法，为法制中国建设出点力。 我在t.cn/zr68ngj
1928,0.00076370616,0.9801306999999999,0.01910566,2,莫非因为新闻口误得罪基地了？就因为没交停车费吗！噢买尴！多亏今天没去纸条写请与羊坊店派出所联系63459110我的妈呀！丧心病狂！纸条上
1934,0.0010300674,0.9837568000000001,0.015213111999999999,2,变成冤鬼后，那只手会不会去掐死那些没人性的人呢？！他妈的！不会骂人的我都忍不住骂娘了！ 可以更好地理解《满城尽带黄金甲》里的大清洗，这个国家只在恢复原来秩序上有无比的热心和行动力，他们的原则是，只要看起来像没发生过，就等于没发生过。
1940,0.0007329104700000001,0.95863575,0.04063146,2,安倍晋三，你是在调戏中国人的感情吗？一边赤身露膊，秀着自己好似山口组的纹身，一边挥着钞票，嬉皮笑脸地说“来，给大爷笑一个。”人不能无耻到这种地步
1946,0.0012191664,0.90938675,0.08939406,2,刚刚加完班回家，困得恶心
1950,0.0007838792999999999,0.92728823,0.07192796,2,真的应该拆除，通道都被堵住了，通行的人得在准备上车的排队人群中穿行，检票口也很没秩序莫名奇妙的在候车厅中间添乱了那么多商家！
1969,0.0010046402,0.97461843,0.024376962000000002,2,被质疑的时候十分委屈，只有心理肮脏的人才会心口不一并以自己的习惯去揣摩别人的行为
1971,0.0008914153399999999,0.9832844000000001,0.015824096,2,直接处斩！现在人怎么基本良知和人性都没了？！我想说ctmb
1983,0.0007643394,0.9424085999999999,0.05682698,2,海南航空 和人家日本比比 想起一个故事，日本机场因误机，至于全额赔款，还有什么补偿我就不说了，说了跟国内比起来简直伤心。这批乘客当中有位老人，坚持不改签，就要等此飞机，最后机场专门为老人起飞了这架飞机，配备全机组人员。我讲话完。 不像话！点名批评。
1989,0.0012903773,0.91385525,0.08485441,2,回复欣慰!虽然我们所处的地方还有许多不足，但我已经感觉到，他在慢慢变好~什刹海的官方微博已经对此有回应了~~~貌似已经和狗拉爬犁的经营者沟通过，取消了这个项目....要比北京动物园处理舆论关注事件敏感多了
2011,0.0013821352,0.9801312,0.018486608,2,大金台被强拆了
2018,0.0011998671000000001,0.90287656,0.09592356,2,腰疼，超级不舒服，不知道是扭着了，还是空调吹着了。
2021,0.0044233543,0.91834974,0.07722687,2,摩登家庭好看呀。各种欢乐和正能量。这啥玩意啊，这么恶心人。好多美剧不愿意看，就是因为太恶心了受不了。 作者改名了...第一幅作品来自
2032,0.0007985917,0.91687924,0.08232222,2,农民本来就不容易，还要卖假肥卖假药卖假种子给人家。我去年买了个表
2042,0.0009551483000000001,0.98499596,0.01404896,2,操！中国体制下的好警察 哎我去！
2058,0.0013668316,0.98559433,0.013038896999999999,2,我再一次鄙视和诅咒吃狗肉的人！ 天哪，看得我心直痛！人类啊，你怎么可以杀自己的好朋友 抵制吃猫狗肉 怎么下的去手！！
2074,0.0013116285,0.98681563,0.011872646,2,黑，真黑。。妈的旧社会黄世仁也让杨白劳过年呀狗官！希望可以营救成功过年了！
2126,0.0010373269,0.93477297,0.064189635,2,其实这个应该可以控告谋杀了吧？
2135,0.0007215385,0.9634075000000001,0.035870854,2,济南话菲律宾你妈揍屎！静儿、我开始怀念你的烂粥话了。 快来膜拜一下开森童鞋。
2149,0.0008969212599999999,0.9741251,0.024977983999999998,2,??得不知??什?----吃??位用心做的菜啊----低?合十，?君一路走好----fat duck…一直想去朝拜的餐厅…默哀 为同业人士，节哀 天！有才的厨师不可复制，可惜可惜！
2161,0.0008516547,0.9542098,0.044938516,2,转现在中国的收容所有牛奶喝吗？ 当时的一位领导人访问塞浦路斯，非要参观难民营。进去后问难民生活的咋样，难民回答“糟糕透了，没有鲜牛奶，只能冲奶粉。”我的乖乖！当时我们只能喝鲜棒子面啊，3岁以下，70岁以上才能订牛奶。
2165,0.0007641192599999999,0.97821075,0.021025117000000003,2,"回复大天朝土豪满世界撒钱有啥用？我手上捏着十来张银行卡，基本上没法在约旦atm取钱，被你耻笑的韩国小伙子半夜三更问我那有atm,在中国市场边转进入就取钱…我在门口等他时，羞的脸像红绿灯…回复"
2170,0.0008060794,0.97901684,0.020177035,2,花季少年因为“护头”而跳楼自杀，惋惜的同时又有更多的堪忧如此脆弱的心理就是我们的未来吗？是教育的缺失还是 转发微博
2180,0.0008495488,0.9812377,0.017912696999999998,2,还是你狠！柯南都不如你文革，命案，产子，家变，密室服毒……两岸三地巨星加盟
2186,0.0013553142000000001,0.9808796000000001,0.017765025,2,必须严惩！同意，这个纯属故意杀人！ 这种人就应该按故意杀人罪判！！
2197,0.00097556,0.9576609,0.041363556,2,早上8点就起来了，结果肚子痛，开着空调都还中暑了，后来躺床上不知道是睡过去了还是昏过去了，现在才醒过来。周末就这样毁了么？
2210,0.0009303716,0.9792038000000001,0.019865792,2,这帮踢球的是延安城管培养的吧???现在踢球的孩子素质真差，真nm侮辱这项运动
2255,0.0006901317999999999,0.9658252,0.033484727,2,这节目也是凤凰网。。 为什么这样的节目那么少 为什么一个老城却留住不住它原有的容貌？？？？？！！！！！！“首都”八怪石桥翻修重新盖 白事差钱没处埋 售出房子无人在 收费线外车成排 p民难觅放心菜 购票不能同看台 京黑张嘴我热爱 胡同老宅随意拆
2270,0.0012043144,0.93453765,0.06425808,2,在四六六（解放军空军航空医学研究所附属医院）等看牙医，病例本排队，之前只有一医，很高兴稍等会儿吧！结果一个多小时过去了，叫了几个人，进去的不是说你是谁谁的......吧就是直接叫名字的，本本一个都没排上。问医生答曰医生都没忙过来呢！只能接着等吧
2299,0.00091888127,0.90552366,0.09355751400000001,2,今天早上奇迹发生了，把地锁都给拆了！110联系中～我在这里t.cn/z8auxs3
2333,0.0017976505,0.9042841,0.09391817,2,郁闷郁闷，兴奋的拿着广发卡去买星巴克，本来想小打劫下。结果点完单刷卡时，被告知余额不足。我无奈的给了服务员大洋，拿走了2杯咖啡。现在看着咖啡我这运气啊，早知道就提前问好这个卡是不是还能用？搞得我…… ，好吧，“失眠”今天晚上继续来找我吧，我奉陪到底。
2373,0.0007552668700000001,0.9759513000000001,0.023293427999999998,2,一顿洋快餐就可以搞掂的书价，价值几何自有评价。 愤青了！李老师 书就该便宜，因为这劳动不该值钱，因为知识分子是臭老九
2378,0.0008091247000000001,0.97565985,0.023531043999999997,2,哎…现在的贼啊…真是不分好赖啊…那么破的车都偷…
2405,0.0011956793,0.9802200000000001,0.018584443,2,?代人生活?力?大！注意平衡自己情?！?人不利己！修心！修心！偷狗抢狗毒狗伤人害人的案例还少吗？？？再不引起重视，还会害死更多人的．吃猫狗就是纵容犯罪！贩卖猫狗肉本身也违法的，所谓的狗肉节也就是这些来源不明的狗肉
2415,0.0016395813,0.9319056,0.06645483,2,紧急筹款 高江乐因多重激素耐药、抵抗力差、病情复杂，经过两个月的治疗已花费5万余元。目前孩子有好转，但马上面临欠费，一旦被迫出院、一切前功尽弃，父母无奈欲放手  缺口2万 ，求大爱留住苦命的孩子
2417,0.0007954217999999999,0.9747288000000001,0.024475751,2,回复极是极是。他只需要讲个渝都这年来发生的事就够血腥了你也讲个血腥的故事，让大家都不睡。太血腥的故事，这觉还怎么睡？
2428,0.0013683360999999998,0.95449644,0.04413525,2,一战成名！ 圆通牛逼，以后就选它了。以后走镖就选圆通镖局！ 城管劫镖！ 业界良心！ 圆通镖局趟子手威武~~ 圆通镖局，镖在人在镖在人在！圆通值得信赖！
2442,0.0013555223000000002,0.90000826,0.09863627,2,昨夜什么也不记得了，刚才一睁开眼发现躺在金陵饭店，也不知道谁给我脱的上衣，头痛欲裂，腰酸腿软，感觉整个人都无法动弹
2444,0.00087058404,0.9762008,0.022928564,2,帮主莫生气！伤身啊！ 不显呗你能死啊，不给吃不说了，还穷得瑟
2488,0.0009906458000000001,0.98307496,0.015934411000000002,2,地方政府有责任！ 没文化还是没钱花？
2499,0.0009508101,0.9521431999999999,0.046905975999999995,2,完蛋，失眠了！
2526,0.0011509161,0.913637,0.08521211,2,当年我高考的时候，和睡在不足七平米的小屋里，七月桑拿天儿，吹着老式的电风扇，也没觉得难以入睡；时隔多年我却在高考前夜失眠了！！！这种巧合让人讨厌！烦躁，烦躁，烦躁！！！
2531,0.0009917004,0.98072433,0.018284023,2,什么精神？这是神经（如果只看表面不追究背后原由）。省吃俭用多年，硬是省钱买了四套房。从生病到去世没有住过一天――这是什么精神？？
2536,0.0007598926299999999,0.96757364,0.03166648,2,公司停电，本来我想说下班回家各找各妈，结果来电了，无语！我坐班座够了，什么时候是个头啊？
2544,0.0011786608,0.94892544,0.04989597,2,这逼是小日本吧？我表示，小日本也太傻叉了，连傻逼国安都输。
2580,0.0009598617,0.9766296999999998,0.022410406,2,社会的悲哀
2581,0.0022911597,0.97344536,0.024263425,2,终于看到人民警察为人民做事了!这才是人民的警察，人民的政府。
2588,0.000903376,0.9292473,0.06984935,2,你妹啊。。丧尽天良了啊。。你敢取消再关注。。。
2598,0.0007114904,0.9560341999999998,0.043254346,2,通常是＂死鬼！你还活着？也不通知一声？＂ 中国人会接过包，含蓄内敛的说回来啦？洗一下来吃饭吧，回来了要好好工作！
2612,0.0008368931599999999,0.90131664,0.09784646,2,那块房价要跌了最近不能去这个菜场了。。。 汤臣2期？鸡蛋？h7n9？
2655,0.0007310257000000001,0.96409446,0.03517452,2,不买日货，从我做起 可怕的是国家机器默许鼓励这种行为。公民呀，学学香港吧。 借爱国之名行赖帐之实 还真有这么干的。。
2657,0.0011133429,0.9663971,0.032489564,2,妈妈太不容易了 虽然恶心 这就是医生的工作 尊重生死 迎接新生 btw 口子开的有点大
2658,0.0008880076300000001,0.9543860000000001,0.044726048,2,劳资就上了的当  容易上女人当的男人
2683,0.0014324570999999999,0.9729313,0.025636204,2,习酒本来与习书记没有关系，还妄想一步登天习酒运气不太好，刚想上位，就出现领导反腐败了。确实 马屁酒
2685,0.0009368219,0.9540455,0.045017667000000004,2,一窝端吧声称他眼里容不得沙子，他自己却成了公共舆论眼里的沙子方舟子被人民日报”锁定“，其”末日“到了方家败类 《人民日报》对方舟子的“盖棺定论”“方舟子人格分裂”，中国该松一口气啦
2691,0.00083968294,0.97544515,0.023715217,2,可悲的国人
2693,0.00076198427,0.9815723,0.017665781000000002,2,宣传部门失职啊，没给申大妈做个通稿，乱套了这不是？ 这是报道主旋律记者的无知吧 肯定有一个说了假话，该查查为什么！谁能告诉我真实的申大妈有较真的同疑惑
2696,0.0012170605,0.98586005,0.012922958500000001,2,被腐败所腐蚀了的价值观！  很严重！！
2701,0.0009129683,0.9718623,0.027224746,2,咋这样欺负俺们的村姑，拉出去打靶、抽烟那男的还说“我抽烟，有本事你罚我啊！你告诉我领导啊！你咽喉炎，我还心脏病呢！”旁边那女的说“他都点着烟了，就让他抽完嘛。有什么好吵的…”
2706,0.0014502996,0.9664218000000001,0.03212787,2,天啊！！！！被咬成这样！！！！愿小宝宝早日康复～！
2709,0.0009175837599999999,0.95701915,0.042063195,2,我的车放在小区里被划了三次南京紫竹物业的人居然不管不问，好吧，从此以后，我的物业费，你们一分钱也收不到了！！
2739,0.0010118791,0.9829421999999999,0.016045816,2,"人心怎能堕落到这等地步!“一个社会发展的程度,常常不是看这个社会是否出了雷锋式的人物,因为要在13亿中寻出一个雷锋式的人物并不难,而是要看活在社会底层、中层甚至上层的流氓、地痞、黑帮,他们的操守究竟怎样,为人是否还有人"
2742,0.0009820313,0.9505171999999998,0.04850076,2,就是烦，就是不爽！
2743,0.0010886551,0.97982234,0.019089015,2,呜呼呀！！！这嘛时候的事呀？！！！ 先生走好！！！！！！
2750,0.0015841384,0.9395333,0.0588826,2,你是大坏蛋！ 这时间段，谁受得了啊 邪恶的小编决定再小小的“报复社会”一下
2760,0.0007259056399999999,0.9784394000000001,0.020834679,2,迎春局长，您还没老糊涂呢吧？可别丢人现眼了！你敢谁说不是圣旨？哈哈哈哈哈可笑，当头儿的开个玩笑你就当圣旨
2767,0.0008894842,0.96575445,0.033356107999999995,2,每个人都自顾不暇的时候，应该谁来伸出援手呢？是什么，让所有人都失去了安全感？ 从今天起，让我们多管一些“”闲事”吧 让我突然想到了今天的碾压女童，原来这么多年我们都没变，麻木不仁，就没有一个人向她伸出援助之手。。。
2774,0.0010623167,0.9643841000000001,0.034553617,2,怎么还失眠了？
2783,0.001211719,0.97953206,0.019256169,2,认同！制度一旦建立并施行，谁也不敢乱到哪里去，因为，在一人一票的政治环境里，一个人也好，一群人也好，偏离民众的期望值，就意味自残，自己压缩自己的政治生存空间，这个世界上的傻瓜不多。
2802,0.0007298685,0.9650685,0.0342016,2,回复 作地产的干动画，逼着干动画的搞地产，全产业链化的公司一定出事儿，不信等着看！ 现在政府觉得动画公司都应该开地产公司、玩具公司
2809,0.0010357533,0.98324007,0.015724115,2,剥夺监护权！也教育教育她！ 人干事？
2810,0.0009025792999999999,0.9674434000000001,0.031654045,2,发言人被洗过脑
2830,0.0007344911999999999,0.95856494,0.04070048,2,啊呀，太揭老底了！！天哪！俺都干过！
2846,0.0014217896,0.9373536,0.061224543,2,当美国和欧盟都没有现钱，俄罗斯有钱乌克兰不敢拿的时候，缺钱的乌克兰能够找谁要钱呢？虽然嘴炮党成事不足，但对潜在大金主的判定，至少和嘴上功夫一样厉害的呀 中国都投了弃权，乌克兰还亲热的说理解理解重新去看看马歇尔计划，只能说美国真的是衰落了
2853,0.0007876738000000001,0.9721787000000001,0.027033629,2,连死人的钱都抢。 再加上传闻中的房产税，够狠阿?
2855,0.0019092095000000002,0.98312336,0.014967433,2,我了个擦！今天太多负能量了！他们是对人类毫无防备满心信任和爱的朋友啊！！无知无良的畜生东西是怎么都不会进步的了！！所以主人们爱狗的人们请一定尽到全部责任来看护好自家的孩子啊，有能力的也给流浪的蔽护吧！！！！！！！！！
2867,0.0008031452000000001,0.9775478999999999,0.021648975,2,噢也，我有点幸灾乐祸但开始担心了....回复不知道，鬼哭狼嚎。。。。各个部门都在还没修好？本期不出了么？ 不出你妹，屎了都要出！！！
2868,0.0009064122599999999,0.9123853000000001,0.08670828,2,小崔加油！我要和这样的人在法庭上辩啊今日庭审1、彭剑带了个方粉，说是热心网友，这哥们边听边拿出纸笔记录，被法官喝止，接着，这哥们竟然用笔在胳膊上记录，写满了整条胳膊，被法官勒令清洗胳膊；2、彭剑当庭说王小胖是党员，违反了科学发展观和三个代表
2884,0.0017560825,0.98103714,0.01720673,2,孩子一路走好！！/ 人民今晚的痛苦，作为最高权力机构的全国人大应感同深受，各界贤达荟萃的全国政协也请为孩子低一次头。
2896,0.0010071765,0.9842981,0.014694587,2,还有王法吗？转 我怕，咋整的入d跟入黑帮一样，你丫以为你是右翼那？ 傻逼找办……是他疯了？还是都疯了！ 没有互联网以前，这些特权都是横着走路，肆无忌惮！现在，网民帮助国家教育下你！大家帮忙顶起。 /
2909,0.0008153305,0.97697985,0.022204737999999998,2,安眠药害死人！md!什么事儿都耽误了！
2919,0.0017174667000000002,0.92936003,0.06892259,2,今天肚子特别疼，早上起来跑到卫生间就出不来了，请一天假，上不了班了！t.cn/zwf01vh
2926,0.0007749184,0.95200723,0.04721785,2,我今天也看到这新闻，这男的估计有点脑? 怒了 ，穷不怕，但愚昧懦弱最可怕…被压迫就吞声忍气，连自己老婆都保护不了
2929,0.0008973954,0.95624644,0.042856153,2,解放区的天是晴朗的天啊。刚刚走东四环-京通快速-机场二高速到机场接人，也是一路畅通可一小时前在长安街上的电子显示屏上，四环还是黄色的呢，怎么这么快车就没了？难道刚才那些堵住的车是商量好一起出去玩的驴友不成？堪比除夕啊
2951,0.0009699348599999999,0.9776789,0.021351174,2,背信弃义如果不会改变，那我将永远的不去那个无情的城市 从此，当人们再提到哈尔滨这三个字，一定会与残忍、冷漠、无道联系在一起！
2955,0.0009208236,0.9339509,0.06512825,2,住手！放开那只小猫！居然连猫都不放过……禽兽！ 憨憨表示很淡定 猫猫好无奈了 得看 各种踢脸，跪求被各种踢脸的图图~~~我。。。我试过了了。。。。被各种踢脸
